#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
347688	TUBB8	3485	0.15	[{'HP:0001629': 0.1}, {'HP:0000476': 0.1}]	[{'Ventricular septal defect': 0.1}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7172	TPMT	3486	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51251	NT5C3A	3487	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57822	GRHL3	3488	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79042	TSEN34	3489	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8863	PER3	3490	0.15	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2658	GDF2	3491	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79809	TTC21B	3492	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
267	AMFR	3493	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54977	SLC25A38	3494	0.15	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11145	PLAAT3	3495	0.15	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3746	KCNC1	3496	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1557	CYP2C19	3497	0.15	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1816	DRD5	3498	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
340990	OTOG	3499	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5213	PFKM	3500	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4747	NEFL	3501	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51151	SLC45A2	3502	0.15	[{'HP:0000540': 0.1}, {'HP:0001629': 0.1}]	[{'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
153562	MARVELD2	3503	0.15	[{'HP:0000347': 0.1}, {'HP:0000369': 0.1}]	[{'Micrognathia': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
406960	MIR184	3504	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7138	TNNT1	3505	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4175	MCM6	3506	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10771	ZMYND11	3507	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
128240	NAXE	3508	0.15	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
183	AGT	3509	0.15	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
56978	PRDM8	3510	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8288	EPX	3511	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22909	FAN1	3512	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
89	ACTN3	3515	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50489	CD207	3515	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2528	FUT6	3515	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
150	ADRA2A	3516	0.15	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
185	AGTR1	3517	0.14	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23316	CUX2	3518	0.14	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51196	PLCE1	3519	0.14	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
220202	ATOH7	3520	0.14	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84274	COQ5	3521	0.14	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10577	NPC2	3522	0.14	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64412	GZF1	3523	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
139818	DOCK11	3524	0.14	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57187	THOC2	3525	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6785	ELOVL4	3526	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9394	HS6ST1	3527	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57679	ALS2	3528	0.14	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3340	NDST1	3529	0.14	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
169522	KCNV2	3530	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
137682	NDUFAF6	3531	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84920	ALG10	3534	0.14	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1040	CDS1	3534	0.14	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2988	GUK2	3534	0.14	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8604	SLC25A12	3535	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
89846	FGD3	3536	0.14	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
488	ATP2A2	3537	0.14	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8936	WASF1	3538	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51475	CABP2	3539	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
65125	WNK1	3540	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1815	DRD4	3541	0.14	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2993	GYPA	3542	0.14	[{'HP:0000540': 0.1}, {'HP:0001508': 0.1}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54974	THG1L	3543	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26278	SACS	3544	0.14	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2052	EPHX1	3547	0.14	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10130	PDIA6	3547	0.14	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3175	ONECUT1	3547	0.14	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
389856	USP27X	3548	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
58510	PRODH2	3549	0.14	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
645104	CLRN2	3550	0.14	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
126206	NLRP5	3552	0.14	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
353238	PADI6	3552	0.14	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4312	MMP1	3553	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23534	TNPO3	3554	0.14	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
